photo_filename,party,election_count,photo_url,gender,unit,monaCd,committees,region,rownum,unitCd,election_method,name
민형배.png,더불어민주당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/d8e518134ac540cc8f68fa4655e351df.png,,제22대,91,,,,100022,,민형배
민홍철.jpg,더불어민주당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/1f07bdf68cd4426d9922e933e8647783.jpg,,제22대,92,,,,100022,,민홍철
박균택.jpg,더불어민주당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/1fc1ffba74a04538b306849f153a42dd.jpg,,제22대,93,,,,100022,,박균택
박대출.png,국민의힘,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/8abadb32da7241088899ad56720b57e1.png,,제22대,94,,,,100022,,박대출
박덕흠.jpg,국민의힘,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/ad05c3a202f641aca68b663b1fe9c36b.jpg,,제22대,95,,,,100022,,박덕흠
박민규.png,더불어민주당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/2c226f9600c64c52b8bfeee6b8f2eedd.png,,제22대,96,,,,100022,,박민규
박범계.png,더불어민주당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/7eee4819fa59498b8797a0551bec7056.png,,제22대,97,,,,100022,,박범계
박상웅.jpg,국민의힘,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/8547330068044169b78f59594e3e4076.jpg,,제22대,98,,,,100022,,박상웅
박상혁.jpg,더불어민주당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/963e0c49236e4f5a83fb777e6225456b.jpg,,제22대,99,,,,100022,,박상혁
박선원.png,더불어민주당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/107f88df05484eaeaf4fdcbb158b1221.png,,제22대,100,,,,100022,,박선원
박성민.png,국민의힘,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/be7cbbb1752146ae809622d1e3da80d4.png,,제22대,101,,,,100022,,박성민
박성준.png,더불어민주당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/519d508d60414f3bb2a4d8a578db1534.png,,제22대,102,,,,100022,,박성준
박성훈.png,국민의힘,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/6b196b02e4744aeebe20983e2f9ad5b8.png,,제22대,103,,,,100022,,박성훈
박수민.jpg,국민의힘,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/9ad8cb999cab47f6b28aa03733c969d0.jpg,,제22대,104,,,,100022,,박수민
박수영.png,국민의힘,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/ada2071b2a3345ef86191fe5618bdf83.png,,제22대,105,,,,100022,,박수영
박수현.png,더불어민주당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/fce62d1303d84cbbb2a7bec9417b91ff.png,,제22대,106,,,,100022,,박수현
박용갑.jpg,더불어민주당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/61ae3968052447c2b150bca49ff6aa7f.jpg,,제22대,107,,,,100022,,박용갑
박은정.jpg,조국혁신당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/b033dfb3a2f44e27a4906549e989ae47.jpg,,제22대,108,,,,100022,,박은정
박정.jpg,더불어민주당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/152aafe19d524e949398c1807d54fc7a.jpg,,제22대,109,,,,100022,,박정
박정하.jpg,국민의힘,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/7f00916d90f54cac993195490511242b.jpg,,제22대,110,,,,100022,,박정하
박정현.jpg,더불어민주당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/b04cd2781caa4dfab09e5cd6442c7774.jpg,,제22대,111,,,,100022,,박정현
박정훈.jpg,국민의힘,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/2933458ec5044bdeb30564f216848655.jpg,,제22대,112,,,,100022,,박정훈
박주민.png,더불어민주당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/4e926bae67ad43a6a87ad68da8d0c0fe.png,,제22대,113,,,,100022,,박주민
박준태.png,국민의힘,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/689958442da64be4b0a1aaeb2003038a.png,,제22대,114,,,,100022,,박준태
박지원.png,더불어민주당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/d56ba73af8fc481bbad0165c9ed6fbe2.png,,제22대,115,,,,100022,,박지원
박지혜.jpg,더불어민주당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/232e4610e5ac40a19ad9402138d3c861.jpg,,제22대,116,,,,100022,,박지혜
박찬대.png,더불어민주당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/df6098be66f542dea93990a7745f239c.png,,제22대,117,,,,100022,,박찬대
박충권.jpg,국민의힘,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/b51683ab9a42410bbf52570a33ca2c48.jpg,,제22대,118,,,,100022,,박충권
박해철.jpg,더불어민주당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/e05f6f3cbcab4c9aab8d0080cbbafb0f.jpg,,제22대,119,,,,100022,,박해철
박형수.jpg,국민의힘,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/45a932e98e3545108741802f7193bf09.jpg,,제22대,120,,,,100022,,박형수
박홍근.png,더불어민주당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/a89c83870d3e4e9daba17c809e11ffd7.png,,제22대,121,,,,100022,,박홍근
박홍배.jpg,더불어민주당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/cdaf530a93c04f1cb5cb4795fa2cdc5e.jpg,,제22대,122,,,,100022,,박홍배
박희승.jpg,더불어민주당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/bf9aa018b72e42a5a91c90fc4c70c626.jpg,,제22대,123,,,,100022,,박희승
배준영.png,국민의힘,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/c0680ca1b0ca410191f6597484db924f.png,,제22대,124,,,,100022,,배준영
배현진.png,국민의힘,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/fc08975adb724900bfacc85909c69d02.png,,제22대,125,,,,100022,,배현진
백선희.jpg,조국혁신당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/446b8aed67c64e6097539b99b0eb97a7.jpg,,제22대,126,,,,100022,,백선희
백승아.png,더불어민주당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/82158c1c40eb4ce49cdcac02d8768457.png,,제22대,127,,,,100022,,백승아
백종헌.jpg,국민의힘,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/335e79371cec41a7991431788b9fead9.jpg,,제22대,128,,,,100022,,백종헌
백혜련.jpg,더불어민주당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/968e99ee8f8b4b6e9d4ce7eb16a92864.jpg,,제22대,129,,,,100022,,백혜련
복기왕.png,더불어민주당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/3ac9053137f440a69ea0aa559fa65933.png,,제22대,130,,,,100022,,복기왕
부승찬.jpg,더불어민주당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/cad33fb09aa749e7961c0f67a6c6bbb9.jpg,,제22대,131,,,,100022,,부승찬
서명옥.jpg,국민의힘,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/6dce07c39f264381aeba58b69c846cd0.jpg,,제22대,132,,,,100022,,서명옥
서미화.jpg,더불어민주당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/0694f551f21c40b2a4bbccd2e90ce40c.jpg,,제22대,133,,,,100022,,서미화
